thomas_num,thomas_name,id,icpsr,congress,st_name,cd,dem,female,votepct,deleg_size,speaker,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,afam,latino,votepct_sq,power,chair,seniority,sensq,state_leg,state_leg_prof,majority,maj_leader,min_leader,minwomen,majwomen,meddist,south,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag,demwomen,repwomen,les_am,leslag_am,les_am_half,leslag_am_half
7782,"Kennedy, Patrick",1103901,29564,110,RI,1,1,0,69,2,0,2,1,2,2,1,20,0,1,1,0,1,0,0,0,0,0,0,4761,1,0,7,49,1,0.148000002,1,0,0,0,0,0.266000003,0,23,1,3,3,1,2.067456961,0.195798025,0,0,2.205373287,0.323748916,2.136415005,0.259773463
1996,"Kennelly, Barbara",970701.2,14877,97,CT,1,1,1,NA,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,0,1,0,0,0,1,0.299000025,0,4,0,0,0,0,0.049054112,NA,1,0,0.049054112,NA,0.049054112,NA
2422,"Kennelly, Barbara",980701,14877,98,CT,1,1,1,68,6,0,1,1,1,1,1,18,4,0,0,0,0,0,0,0,0,0,0,4624,1,0,1,1,0,0,1,0,0,0,1,0.234000012,0,19,5,1,1,1,1.346255541,0.049054112,1,0,1.346255541,0.049054112,1.346255541,0.049054112
2870,"Kennelly, Barbara",990701,14877,99,CT,1,1,1,62,6,0,2,0,2,0,0,20,4,0,0,0,0,0,0,0,0,0,0,3844,1,0,2,4,0,0,1,0,0,0,1,0.257000029,0,22,4,2,0,0,0.974307895,1.346255541,1,0,0.974307895,1.346255541,0.974307895,1.346255541
3317,"Kennelly, Barbara",1000701,14877,100,CT,1,1,1,74,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5476,1,0,3,9,0,0,1,0,0,0,1,0.234000012,0,17,0,0,0,0,0.263529241,0.974307895,1,0,NA,0.974307895,NA,0.974307895
3758,"Kennelly, Barbara",1010701,14877,101,CT,1,1,1,77,6,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,5929,1,0,4,16,0,0,1,0,0,0,1,0.228500009,0,24,1,0,0,0,0.402508289,0.263529241,1,0,0.402508289,NA,0.402508289,NA
4208,"Kennelly, Barbara",1020701,14877,102,CT,1,1,1,71,6,0,2,0,1,0,0,29,2,1,1,0,0,0,0,0,0,0,0,5041,1,0,5,25,0,0,1,1,0,0,1,0.209000021,0,31,2,2,1,0,0.898212314,0.402508289,1,0,0.898212314,0.402508289,0.898212314,0.402508289
4655,"Kennelly, Barbara",1030701,14877,103,CT,1,1,1,67,6,0,0,0,0,0,0,25,1,0,0,0,1,1,1,1,1,0,0,4489,1,0,6,36,0,0,1,1,0,0,1,0.202000007,0,26,2,1,1,1,0.557433188,0.898212314,1,0,0.557433188,0.898212314,0.557433188,0.898212314
5111,"Kennelly, Barbara",1040701,14877,104,CT,1,1,1,73,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5329,1,0,7,49,0,0,0,0,1,1,0,0.543000042,0,13,0,0,0,0,0.248699546,0.557433188,1,0,0.248699546,0.557433188,0.248699546,0.557433188
5552,"Kennelly, Barbara",1050701,14877,105,CT,1,1,1,74,6,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5476,1,0,8,64,0,0,0,0,1,1,0,0.551500022,0,22,0,0,0,0,0.415857941,0.248699546,1,0,0.415958434,0.248699546,0.415908188,0.248699546
6441,"Kerns, Brian",1071407,20118,107,IN,7,0,0,65,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4225,0,0,1,1,0,0,1,0,0,0,0,0.582000017,0,2,0,0,0,0,0.031213993,NA,0,0,0.031213993,NA,0.031213993,NA
216,"Ketchum, William",930536,14028,93,CA,36,0,0,53,43,0,0,0,0,0,0,29,0,0,0,0,4,0,0,0,0,0,0,2809,0,0,1,1,1,0.526000023,0,0,0,0,0,0.400999993,0,33,0,0,0,0,0.154018581,NA,0,0,NA,NA,NA,NA
664,"Ketchum, William",940518,14028,94,CA,18,0,0,53,43,0,0,0,0,0,0,43,1,1,1,1,6,1,1,1,0,0,0,2809,1,0,2,4,1,0.526000023,0,0,0,0,0,0.537,0,49,2,2,2,1,0.731222391,0.154018581,0,0,NA,NA,NA,NA
1106,"Ketchum, William",950518,14028,95,CA,18,0,0,64,43,0,0,0,0,0,0,36,2,2,2,0,7,2,2,2,1,0,0,4096,1,0,3,9,1,0.526000023,0,0,0,0,0,0.523500025,0,43,4,4,4,1,0.846767902,0.731222391,0,0,NA,NA,NA,NA
665,"Keys, Martha",941602,14244,94,KS,2,1,1,56,5,0,0,0,0,0,0,31,0,0,0,0,4,0,0,0,0,0,0,3136,1,0,1,1,0,0,1,0,0,0,1,0.057999998,0,35,0,0,0,0,0.182289064,NA,1,0,NA,NA,NA,NA
1107,"Keys, Martha",951602,14244,95,KS,2,1,1,52,5,0,1,1,1,1,0,37,1,1,1,0,4,0,0,0,0,0,0,2704,1,0,2,4,0,0,1,0,0,0,1,0.071499996,0,42,2,2,2,0,0.975452483,0.182289064,1,0,NA,NA,NA,NA
1108,"Kildee, Dale",952207,14430,95,MI,7,1,0,70,19,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4900,0,0,1,1,1,0.463,1,0,0,0,0,0.245499998,0,23,0,0,0,0,0.145008177,NA,0,0,NA,NA,NA,NA
1553,"Kildee, Dale",962207,14430,96,MI,7,1,0,78,19,0,0,0,0,0,0,13,1,1,1,0,1,0,0,0,0,0,0,6084,0,0,2,4,1,0.463,1,0,0,0,0,0.272000015,0,14,1,1,1,0,0.399243027,0.145008177,0,0,NA,NA,NA,NA
1997,"Kildee, Dale",972207,14430,97,MI,7,1,0,93,19,0,0,0,0,0,0,8,5,1,1,0,0,0,0,0,0,0,0,8649,0,0,3,9,1,0.463,1,0,0,0,0,0.347000003,0,8,5,1,1,0,0.608048201,0.399243027,0,0,1.012264967,NA,0.810156584,NA
2423,"Kildee, Dale",982207,14430,98,MI,7,1,0,75,18,0,2,2,1,1,0,10,2,1,1,0,0,0,0,0,0,0,0,5625,0,0,4,16,1,0.463,1,0,0,0,0,0.278000027,0,12,4,2,2,0,1.01642251,0.608048201,0,0,1.272441745,1.012264967,1.144432068,0.810156584
2871,"Kildee, Dale",992207,14430,99,MI,7,1,0,93,18,0,3,3,3,2,1,11,2,2,2,1,0,0,0,0,0,0,0,8649,0,0,5,25,1,0.463,1,0,0,0,0,0.297000021,0,14,5,5,4,2,3.018933535,1.01642251,0,0,3.051465511,1.272441745,3.035199642,1.144432068
3318,"Kildee, Dale",1002207,14430,100,MI,7,1,0,80,18,0,4,4,4,3,2,11,3,2,2,2,0,0,0,0,0,0,0,6400,0,0,6,36,1,0.463,1,0,0,0,0,0.270000011,0,15,7,6,5,4,3.717627048,3.018933535,0,0,NA,3.051465511,NA,3.035199642
3759,"Kildee, Dale",1012207,14430,101,MI,7,1,0,76,18,0,2,2,2,1,1,12,5,4,4,2,0,0,0,0,0,0,0,5776,0,0,7,49,1,0.463,1,0,0,0,0,0.260499984,0,14,7,6,5,3,2.951062679,3.717627048,0,0,2.66378665,NA,2.807424545,NA
4209,"Kildee, Dale",1022207,14430,102,MI,7,1,0,68,18,0,4,4,4,3,2,22,5,4,4,2,0,0,0,0,0,0,0,4624,0,0,8,64,1,0.463,1,0,0,0,0,0.237000018,0,26,9,8,7,4,4.358720303,2.951062679,0,0,4.274139881,2.66378665,4.316430092,2.807424545
4656,"Kildee, Dale",1032209,14430,103,MI,9,1,0,54,16,0,3,3,3,3,2,19,2,0,0,0,0,0,0,0,0,0,0,2916,0,0,9,81,1,0.463,1,0,0,0,0,0.225999996,0,22,5,3,3,2,3.040182352,4.358720303,0,0,1.37192142,4.274139881,2.206051826,4.316430092
5112,"Kildee, Dale",1042209,14430,104,MI,9,1,0,51,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2601,0,0,10,100,1,0.463,0,0,0,0,0,0.563000023,0,5,0,0,0,0,0.095653668,3.040182352,0,0,0.095653668,1.37192142,0.095653668,2.206051826
5553,"Kildee, Dale",1052209,14430,105,MI,9,1,0,59,16,0,0,0,0,0,0,11,2,2,1,1,0,0,0,0,0,0,0,3481,0,0,11,121,1,0.463,0,0,0,0,0,0.568499982,0,11,2,2,1,1,1.074555159,0.095653668,0,0,1.605764389,0.095653668,1.340159774,0.095653668
5997,"Kildee, Dale",1062209,14430,106,MI,9,1,0,56,16,0,0,0,0,0,0,11,3,2,1,1,0,0,0,0,0,0,0,3136,0,0,12,144,1,0.463,0,0,0,0,0,0.531000018,0,11,3,2,1,1,0.960648239,1.074555159,0,0,0.960648239,1.605764389,0.960648239,1.340159774
6442,"Kildee, Dale",1072209,14430,107,MI,9,1,0,61,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3721,0,0,13,169,1,0.463,0,0,0,0,0,0.571999967,0,5,0,0,0,0,0.078034982,0.960648239,0,0,0.078034982,0.960648239,0.078034982,0.960648239
6895,"Kildee, Dale",1082205,14430,108,MI,5,1,0,92,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8464,0,0,14,196,1,0.463,0,0,0,0,0,0.620000005,0,4,0,0,0,0,0.066409901,0.078034982,0,0,0.538906693,0.078034982,0.30265829,0.078034982
7336,"Kildee, Dale",1092205,14430,109,MI,5,1,0,67,15,0,0,0,0,0,0,6,1,0,0,0,1,1,1,1,1,0,0,4489,0,0,15,225,1,0.463,0,0,0,0,0,0.663999975,0,7,2,1,1,1,0.343889266,0.066409901,0,0,0.343949258,0.538906693,0.343919277,0.30265829
7783,"Kildee, Dale",1102205,14430,110,MI,5,1,0,73,15,0,2,2,2,2,1,8,2,5,5,4,1,1,1,1,1,0,0,5329,0,0,16,256,1,0.463,1,0,0,0,0,0.179999992,0,11,5,8,8,6,4.488224983,0.343889266,0,0,2.041740656,0.343949258,3.2649827,0.343919277
5554,"Kilpatrick, Carolyn",1052215,29733,105,MI,15,1,1,88,16,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,7744,0,0,1,1,1,0.515999973,0,0,0,1,0,0.721499979,0,3,0,0,0,0,0.039777715,NA,1,0,0.03978733,NA,0.039782524,NA
5998,"Kilpatrick, Carolyn",1062215,29733,106,MI,15,1,1,87,16,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,7569,1,0,2,4,1,0.515999973,0,0,0,1,0,0.687999964,0,5,0,0,0,0,0.064768687,0.039777715,1,0,0.064768687,0.03978733,0.064768687,0.039782524
6443,"Kilpatrick, Carolyn",1072215,29733,107,MI,15,1,1,89,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,7921,1,0,3,9,1,0.515999973,0,0,0,1,0,0.73299998,0,3,0,0,0,0,0.046820991,0.064768687,1,0,0.046820991,0.064768687,0.046820991,0.064768687
6896,"Kilpatrick, Carolyn",1082213,29733,108,MI,13,1,1,92,15,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,8464,1,0,4,16,1,0.515999973,0,0,0,1,0,0.784999967,0,7,0,0,0,0,0.102935344,0.046820991,1,0,0.268100828,0.046820991,0.185518086,0.046820991
7337,"Kilpatrick, Carolyn",1092213,29733,109,MI,13,1,1,78,15,0,0,0,0,0,0,3,0,0,0,0,2,0,1,1,1,1,0,6084,1,0,5,25,1,0.515999973,0,0,0,1,0,0.832999945,0,5,0,1,1,1,0.158596918,0.102935344,1,0,0.208566457,0.268100828,0.18358168,0.185518086
7784,"Kilpatrick, Carolyn",1102213,29733,110,MI,13,1,1,100,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,10000,1,0,6,36,1,0.515999973,1,0,0,0,1,0.352999985,0,6,0,0,0,0,0.075201727,0.158596918,1,0,0.075201727,0.208566457,0.075201727,0.18358168
4657,"Kim, Jay",1030541,29322,103,CA,41,0,0,60,52,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,1,1,0,0,0,0,0,0,0,0.569000006,0,7,0,0,0,0,0.109432638,NA,0,0,0.218883812,NA,0.164158225,NA
5113,"Kim, Jay",1040541,29322,104,CA,41,0,0,62,52,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3844,0,0,2,4,0,0,1,0,0,0,0,0.228000015,0,9,0,0,0,0,0.1721766,0.109432638,0,0,0.253491342,0.218883812,0.212833971,0.164158225
5555,"Kim, Jay",1050541,29322,105,CA,41,0,0,58,52,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3364,0,0,3,9,0,0,1,0,0,0,0,0.21950002,0,5,0,0,0,0,0.0904039,0.1721766,0,0,0.090425745,0.253491342,0.090414822,0.212833971
5556,"Kind, Ron",1054903,29769,105,WI,3,1,0,52,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,1,1,0,0,0,0,0,0,0,0.498500019,0,1,0,0,0,0,0.01808078,NA,0,0,0.01808515,NA,0.018082965,NA
5999,"Kind, Ron",1064903,29769,106,WI,3,1,0,71,9,0,0,0,0,0,0,8,1,1,1,1,0,0,0,0,0,0,0,5041,0,0,2,4,0,0,0,0,0,0,0,0.463,0,8,1,1,1,1,0.654412866,0.01808078,0,0,0.654412866,0.01808515,0.654412866,0.018082965
6444,"Kind, Ron",1074903,29769,107,WI,3,1,0,64,9,0,0,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0,0,4096,0,0,3,9,0,0,0,0,0,0,0,0.505999982,0,12,1,1,1,0,0.564241469,0.654412866,0,0,0.564241469,0.654412866,0.564241469,0.654412866
6897,"Kind, Ron",1084903,29769,108,WI,3,1,0,63,8,0,0,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,3969,0,0,4,16,0,0,0,0,1,0,0,0.555999994,0,16,0,1,1,0,0.513048708,0.564241469,0,0,0.513048708,0.564241469,0.513048708,0.564241469
7338,"Kind, Ron",1094903,29769,109,WI,3,1,0,56,8,0,0,0,0,0,0,13,3,2,2,0,0,0,0,0,0,0,0,3136,0,0,5,25,0,0,0,0,1,0,0,0.601000011,0,13,3,2,2,0,1.036190391,0.513048708,0,0,1.438115358,0.513048708,1.237152815,0.513048708
7785,"Kind, Ron",1104903,29769,110,WI,3,1,0,65,8,0,1,0,0,0,0,27,1,3,3,1,0,0,0,0,0,0,0,4225,1,0,6,36,0,0,1,0,0,0,0,0.119000003,0,28,1,3,3,1,1.335509419,1.036190391,0,0,1.335509419,1.438115358,1.335509419,1.237152815
666,"Kindness, Thomas",943508,14245,94,OH,8,0,0,42,23,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1764,0,0,1,1,1,0.354999989,0,0,0,0,0,0.592000008,0,6,0,0,0,0,0.034394164,NA,0,0,NA,NA,NA,NA
1109,"Kindness, Thomas",953508,14245,95,OH,8,0,0,70,23,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4900,0,0,2,4,1,0.354999989,0,0,0,0,0,0.571500003,0,19,0,0,0,0,0.119789369,0.034394164,0,0,NA,NA,NA,NA
1554,"Kindness, Thomas",963508,14245,96,OH,8,0,0,71,23,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5041,0,0,3,9,1,0.354999989,0,0,0,0,0,0.532999992,0,9,0,0,0,0,0.096913613,0.119789369,0,0,NA,NA,NA,NA
1998,"Kindness, Thomas",973508,14245,97,OH,8,0,0,76,23,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5776,0,0,4,16,1,0.354999989,0,0,0,0,0,0.447999984,0,5,1,0,0,0,0.182868108,0.096913613,0,0,0.182868108,NA,0.182868108,NA
2424,"Kindness, Thomas",983508,14245,98,OH,8,0,0,66,21,0,1,0,0,0,0,6,2,1,0,0,1,0,1,1,1,0,0,4356,0,0,5,25,1,0.354999989,0,0,0,0,0,0.504999995,0,8,2,2,1,1,0.362273097,0.182868108,0,0,0.579889476,0.182868108,0.471081287,0.182868108
2872,"Kindness, Thomas",993508,14245,99,OH,8,0,0,77,21,0,0,0,0,0,0,15,3,1,1,1,2,0,0,0,0,0,0,5929,0,0,6,36,1,0.354999989,0,0,0,0,0,0.474999994,0,17,3,1,1,1,0.892594218,0.362273097,0,0,1.048747063,0.579889476,0.97067064,0.471081287
217,"King, Carleton",933229,10530,93,NY,29,0,0,70,39,0,1,0,0,0,0,32,0,0,0,0,2,0,0,0,0,0,0,4900,0,0,7,49,0,0,0,0,0,0,0,0.355999976,0,35,0,0,0,0,0.177793264,NA,0,0,NA,NA,NA,NA
4658,"King, Peter",1033203,29375,103,NY,3,0,0,50,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,1,1,0,0,0,0,0,0,0,0.467999995,0,5,0,0,0,0,0.078166172,NA,0,0,0.078166172,NA,0.078166172,NA
5114,"King, Peter",1043203,29375,104,NY,3,0,0,59,31,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,3481,0,0,2,4,0,0,1,0,0,0,0,0.136000007,0,10,0,0,0,0,0.176002756,0.078166172,0,0,0.176002756,0.078166172,0.176002756,0.078166172
5557,"King, Peter",1053203,29375,105,NY,3,0,0,55,31,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,3025,0,0,3,9,0,0,1,0,0,0,0,0.137500003,0,12,0,0,0,0,0.188040107,0.176002756,0,0,0.188085556,0.176002756,0.188062832,0.176002756
6000,"King, Peter",1063203,29375,106,NY,3,0,0,64,31,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,4096,0,0,4,16,0,0,1,0,0,0,0,0.179999992,0,6,1,1,0,0,0.267449677,0.188040107,0,0,0.267449677,0.188085556,0.267449677,0.188062832
6445,"King, Peter",1073203,29375,107,NY,3,0,0,60,31,0,0,0,0,0,0,19,1,4,4,1,4,1,3,3,1,0,0,3600,0,0,5,25,0,0,1,0,0,0,0,0.144000009,0,23,2,7,7,2,2.000685692,0.267449677,0,0,2.000685692,0.267449677,2.000685692,0.267449677
6898,"King, Peter",1083203,29375,108,NY,3,0,0,72,29,0,0,0,0,0,0,33,2,4,3,0,2,1,1,1,1,0,0,5184,0,0,6,36,0,0,1,0,0,0,0,0.101000004,0,35,3,5,4,1,1.753616929,2.000685692,0,0,1.753616929,2.000685692,1.753616929,2.000685692
7339,"King, Peter",1093203,29375,109,NY,3,0,0,63,29,0,3,2,3,1,1,23,2,2,1,0,3,2,2,2,2,0,0,3969,0,0,7,49,0,0,1,0,0,0,0,0.06200001,0,29,6,7,4,3,3.297112703,1.753616929,0,0,2.265482426,1.753616929,2.781297684,1.753616929
7786,"King, Peter",1103203,29375,110,NY,3,0,0,56,29,0,0,0,0,0,0,31,2,3,3,0,3,0,0,0,0,0,0,3136,0,0,8,64,0,0,0,0,0,0,0,0.551999986,0,34,2,3,3,0,1.109751582,3.297112703,0,0,1.150010943,2.265482426,1.129881263,2.781297684
6899,"King, Steve",1081505,20325,108,IA,5,0,0,62,5,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,3844,0,0,1,1,1,0.164000005,1,0,0,0,0,0.507000029,0,9,0,0,0,0,0.136140302,NA,0,0,0.241245613,NA,0.188692957,NA
7340,"King, Steve",1091505,20325,109,IA,5,0,0,63,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3969,0,0,2,4,1,0.164000005,1,0,0,0,0,0.459000021,0,14,0,0,0,0,0.195798025,0.136140302,0,0,1.155362487,0.241245613,0.675580263,0.188692957
7787,"King, Steve",1101505,20325,110,IA,5,0,0,59,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3481,0,0,3,9,1,0.164000005,0,0,0,0,0,0.93900001,0,14,0,0,0,0,0.17547071,0.195798025,0,0,1.2004987,1.155362487,0.687984705,0.675580263
4659,"Kingston, Jack",1031001,29338,103,GA,1,0,0,58,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3364,0,0,1,1,1,0.133000001,0,0,0,0,0,0.588,1,2,0,0,0,0,0.031266466,NA,0,0,0.031266466,NA,0.031266466,NA
5115,"Kingston, Jack",1041001,29338,104,GA,1,0,0,77,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,1,0,2,4,1,0.133000001,1,0,0,0,0,0.284999996,1,0,0,0,0,0,0,0.031266466,0,0,0.105709173,0.031266466,0.052854586,0.031266466
5558,"Kingston, Jack",1051001,29338,105,GA,1,0,0,68,11,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4624,1,0,3,9,1,0.133000001,1,0,0,0,0,0.314499974,1,3,1,0,0,0,0.134343848,0,0,0,0.288474292,0.105709173,0.211409062,0.052854586
6001,"Kingston, Jack",1061001,29338,106,GA,1,0,0,100,11,0,0,0,0,0,0,3,0,0,0,0,2,0,1,1,1,0,0,10000,1,0,4,16,1,0.133000001,1,0,0,0,0,0.386000037,1,5,0,1,1,1,0.141630769,0.134343848,0,0,0.5001387,0.288474292,0.320884734,0.211409062
6446,"Kingston, Jack",1071001,29338,107,GA,1,0,0,69,11,0,0,0,0,0,0,6,0,1,1,1,2,0,2,2,2,0,0,4761,1,0,5,25,1,0.133000001,1,0,0,0,0,0.379000008,1,8,0,3,3,3,0.88360852,0.141630769,0,0,1.216170669,0.5001387,1.049889565,0.320884734
6900,"Kingston, Jack",1081001,29338,108,GA,1,0,0,72,13,0,2,2,2,2,1,5,3,2,1,1,1,1,1,1,1,0,0,5184,1,0,6,36,1,0.133000001,1,1,0,0,0,0.36500001,1,8,6,5,4,3,3.214885712,0.88360852,0,0,3.214885712,1.216170669,3.214885712,1.049889565
7341,"Kingston, Jack",1091001,29338,109,GA,1,0,0,100,13,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,10000,1,0,7,49,1,0.133000001,1,1,0,0,0,0.354999989,1,2,1,1,1,1,0.704978228,3.214885712,0,0,0.772791743,3.214885712,0.738884985,3.214885712
7788,"Kingston, Jack",1101001,29338,110,GA,1,0,0,69,13,0,0,0,0,0,0,1,0,0,0,0,2,1,2,2,2,0,0,4761,1,0,8,64,1,0.133000001,0,0,0,0,0,0.874000013,1,3,1,2,2,2,0.245029226,0.704978228,0,0,0.245029226,0.772791743,0.245029226,0.738884985
6447,"Kirk, Mark",1071310,20115,107,IL,10,0,0,51,20,0,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,2601,0,0,1,1,0,0,1,0,0,0,0,0.116999991,0,7,1,1,1,0,0.486206472,NA,0,0,0.55324471,NA,0.519725561,NA
6901,"Kirk, Mark",1081310,20115,108,IL,10,0,0,69,19,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4761,1,0,2,4,0,0,1,0,0,0,0,0.06499999,0,8,0,0,0,0,0.132819802,0.486206472,0,0,0.772399783,0.55324471,0.452609777,0.519725561
7342,"Kirk, Mark",1091310,20115,109,IL,10,0,0,64,19,0,0,0,0,0,0,24,1,1,1,0,1,0,0,0,0,0,0,4096,1,0,3,9,0,0,1,0,0,0,0,0.016999993,0,25,1,1,1,0,0.704751194,0.132819802,0,0,0.832380354,0.772399783,0.768565774,0.452609777
7789,"Kirk, Mark",1101310,20115,110,IL,10,0,0,53,19,0,0,0,0,0,0,34,1,1,1,0,1,0,0,0,0,0,0,2809,1,0,4,16,0,0,0,0,0,0,0,0.496999979,0,35,1,1,1,0,0.695531726,0.704751194,0,0,1.144070745,0.832380354,0.919801235,0.768565774
2425,"Kleczka, Gerald",984904.2,15082,98,WI,4,1,0,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,1,0.248999998,1,0,0,0,0,0.172000006,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA
2873,"Kleczka, Gerald",994904,15082,99,WI,4,1,0,67,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4489,0,0,1,1,1,0.248999998,1,0,0,0,0,0.202999994,0,6,0,0,0,0,0.092215031,0,0,0,0.167502984,0,0.129859,0
3319,"Kleczka, Gerald",1004904,15082,100,WI,4,1,0,100,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,2,4,1,0.248999998,1,0,0,0,0,0.188000008,0,11,0,0,0,0,0.17051892,0.092215031,0,0,NA,0.167502984,NA,0.129859
3760,"Kleczka, Gerald",1014904,15082,101,WI,4,1,0,100,9,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,10000,0,0,3,9,1,0.248999998,1,0,0,0,0,0.190499991,0,11,1,0,0,0,0.230406195,0.17051892,0,0,0.622750163,NA,0.426578164,NA
4210,"Kleczka, Gerald",1024904,15082,102,WI,4,1,0,69,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4761,0,0,4,16,1,0.248999998,1,0,0,0,0,0.17900002,0,8,0,0,0,0,0.108416893,0.230406195,0,0,0.129725352,0.622750163,0.119071126,0.426578164
4660,"Kleczka, Gerald",1034904,15082,103,WI,4,1,0,66,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4356,1,0,5,25,1,0.248999998,1,0,0,0,0,0.179999992,0,8,0,0,0,0,0.125065863,0.108416893,0,0,0.125065863,0.129725352,0.125065863,0.119071126
5116,"Kleczka, Gerald",1044904,15082,104,WI,4,1,0,54,9,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2916,1,0,6,36,1,0.248999998,0,0,0,0,0,0.528999984,0,9,0,0,0,0,0.191307336,0.125065863,0,0,0.438591301,0.125065863,0.314949334,0.125065863
5559,"Kleczka, Gerald",1054904,15082,105,WI,4,1,0,58,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3364,1,0,7,49,1,0.248999998,0,0,0,0,0,0.54549998,0,12,0,0,0,0,0.216969356,0.191307336,0,0,0.217021793,0.438591301,0.216995567,0.314949334
6002,"Kleczka, Gerald",1064904,15082,106,WI,4,1,0,58,9,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,3364,1,0,8,64,1,0.248999998,0,0,0,0,0,0.519999981,0,12,0,0,0,0,0.172716483,0.216969356,0,0,0.172716483,0.217021793,0.172716483,0.216995567
6448,"Kleczka, Gerald",1074904,15082,107,WI,4,1,0,61,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3721,1,0,9,81,1,0.248999998,0,0,0,0,0,0.573000014,0,12,0,0,0,0,0.187283963,0.172716483,0,0,0.187283963,0.172716483,0.187283963,0.172716483
6902,"Kleczka, Gerald",1084904,15082,108,WI,4,1,0,87,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7569,1,0,10,100,1,0.248999998,0,0,0,0,0,0.633000016,0,13,0,0,0,0,0.215832174,0.187283963,0,0,0.215832174,0.187283963,0.215832174,0.187283963
4661,"Klein, Herbert",1033008,29372,103,NJ,8,1,0,47,13,0,1,1,1,0,0,9,2,1,1,0,0,0,0,0,0,0,0,2209,0,0,1,1,1,0.254999995,1,0,0,0,0,0.12999998,0,10,3,2,1,0,0.801423609,NA,0,0,1.026959419,NA,0.914191484,NA
7790,"Klein, Ron",1100922,20711,110,FL,22,1,0,51,25,0,0,0,0,0,0,6,2,2,2,0,1,1,1,1,1,0,0,2601,0,0,1,1,1,0.223000005,1,0,0,0,0,0.105999991,1,7,3,3,3,1,0.733908951,NA,0,0,0.69750303,NA,0.715705991,NA
